epoch,train_loss,val_loss,train_acc,val_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1
1,0.6398298085871197,0.7666575793425242,0.6438095238095238,0.61,0.65466297322253,0.6138996138996139,0.65466297322253,0.9034090909090909,0.65466297322253,0.7310344827586207
2,0.5900820973941258,0.6348530211051305,0.6923809523809524,0.71,0.7302423603793466,0.7031963470319634,0.6398891966759003,0.875,0.6820866141732284,0.779746835443038
3,0.5798818480400812,0.6037788025538127,0.7042857142857143,0.69,0.7421383647798742,0.6844444444444444,0.6537396121883656,0.875,0.695139911634757,0.7680798004987531
4,0.5692892481599535,0.7456168049077193,0.6971428571428572,0.7066666666666667,0.7345225603357818,0.9583333333333334,0.6463527239150508,0.5227272727272727,0.68762278978389,0.6764705882352942
5,0.5434418900807698,0.6001095124085745,0.7261904761904762,0.7466666666666667,0.771948608137045,0.7525252525252525,0.6657433056325023,0.8465909090909091,0.7149231531978185,0.7967914438502673
6,0.545684206939879,0.4863698693116506,0.7195238095238096,0.7466666666666667,0.7633262260127932,0.8125,0.6611265004616805,0.7386363636363636,0.7085601187530925,0.7738095238095238
7,0.5477738121577672,0.503105761607488,0.7171428571428572,0.76,0.7592788971367974,0.7795698924731183,0.6611265004616805,0.8238636363636364,0.7068114511352419,0.8011049723756906
8,0.5338384240581876,0.4883819268147151,0.7280952380952381,0.78,0.7575452716297787,0.8666666666666667,0.6952908587257618,0.7386363636363636,0.7250842561386616,0.7975460122699386
9,0.5397886309169587,0.7057724411288897,0.7257142857142858,0.66,0.7558022199798183,0.6401515151515151,0.6915974145891043,0.9602272727272727,0.7222757955641272,0.7681818181818182
10,0.5199308227641242,0.4946565588315328,0.7380952380952381,0.76,0.777315296566077,0.8058823529411765,0.6897506925207756,0.7784090909090909,0.7309197651663405,0.791907514450867
11,0.5172003367685136,0.5517216416200003,0.7395238095238095,0.7266666666666667,0.771255060728745,0.719626168224299,0.703601108033241,0.875,0.7358763882182521,0.7897435897435897
12,0.5129900903361184,0.5116590191920598,0.741904761904762,0.7666666666666667,0.7856388595564942,0.8680555555555556,0.6869806094182825,0.7102272727272727,0.7330049261083744,0.78125
13,0.505391036981628,0.5350615525245667,0.7647619047619048,0.7533333333333333,0.8070907194994786,0.8445945945945946,0.7146814404432132,0.7102272727272727,0.7580803134182175,0.7716049382716049
14,0.5093155166364851,0.5041991126537323,0.7619047619047619,0.77,0.7959390862944162,0.8057142857142857,0.7239150507848569,0.8011363636363636,0.758220502901354,0.8034188034188035
15,0.4964192153726305,0.5329859246810277,0.7652380952380953,0.7466666666666667,0.7938247011952191,0.923728813559322,0.7359187442289935,0.6193181818181818,0.7637757546717777,0.7414965986394558
16,0.4947039505129769,0.5768716099858284,0.7695238095238095,0.71,0.8065506653019447,0.6926406926406926,0.7276084949215144,0.9090909090909091,0.7650485436893204,0.7862407862407862
17,0.48400207073915574,0.6878089102109274,0.7728571428571429,0.7233333333333334,0.825107296137339,0.9428571428571428,0.7100646352723915,0.5625,0.7632754342431762,0.7046263345195729
18,0.4965262022756395,0.5156640581289927,0.7590476190476191,0.7533333333333333,0.7940876656472987,0.7428571428571429,0.7192982456140351,0.8863636363636364,0.7548449612403101,0.8082901554404145
19,0.47864745202518644,0.5510497936606407,0.7742857142857142,0.7466666666666667,0.8085106382978723,0.7777777777777778,0.7368421052631579,0.7954545454545454,0.7710144927536232,0.7865168539325843
20,0.484836010876156,0.6531937392552694,0.770952380952381,0.7066666666666667,0.8084016393442623,0.6964285714285714,0.7285318559556787,0.8863636363636364,0.7663914521612433,0.78
21,0.48089818874994916,0.5768689882755279,0.7757142857142857,0.71,0.8053892215568862,0.7013574660633484,0.7451523545706371,0.8806818181818182,0.7741007194244605,0.7808564231738035
22,0.4675780643451781,0.5493442523479461,0.7842857142857143,0.7633333333333333,0.8260869565217391,0.8671328671328671,0.7368421052631579,0.7045454545454546,0.7789165446559297,0.7774294670846394
23,0.46131813812823524,0.5426581400632858,0.789047619047619,0.7566666666666667,0.8298969072164949,0.8198757763975155,0.7433056325023084,0.75,0.784218217243059,0.7833827893175074
24,0.4621949081903412,0.5333393106857935,0.7795238095238095,0.7566666666666667,0.8242677824267782,0.7783783783783784,0.7276084949215144,0.8181818181818182,0.7729279058361942,0.7977839335180056
25,0.4638945012433188,0.5505969007809957,0.7838095238095238,0.7633333333333333,0.8123138033763655,0.8301886792452831,0.7553093259464451,0.75,0.7827751196172249,0.7880597014925373
26,0.4421751157016981,0.5757927809158961,0.7995238095238095,0.7533333333333333,0.8316633266533067,0.7802197802197802,0.7663896583564174,0.8068181818181818,0.7976934166266219,0.7932960893854749
27,0.4602927797748929,0.5296395605802536,0.7814285714285715,0.77,0.8058823529411765,0.8364779874213837,0.7590027700831025,0.7556818181818182,0.7817403708987162,0.7940298507462686
28,0.4353836485317775,0.5999385569492975,0.8057142857142857,0.74,0.8405650857719476,0.7355769230769231,0.7691597414589104,0.8693181818181818,0.8032786885245902,0.796875
29,0.4398379243839355,0.5361378540595373,0.8004761904761905,0.7633333333333333,0.8346774193548387,0.8106508875739645,0.7645429362880887,0.7784090909090909,0.7980722891566265,0.7942028985507247
30,0.45163594365119936,0.5901074985663096,0.7880952380952381,0.7466666666666667,0.8372093023255814,0.7604166666666666,0.7313019390581718,0.8295454545454546,0.7806801379990143,0.7934782608695652
31,0.4324750552290962,0.5604870035250982,0.8071428571428572,0.76,0.8417338709677419,0.8209876543209876,0.7710064635272391,0.7556818181818182,0.8048192771084337,0.7869822485207101
32,0.44565783954802013,0.5667687884966532,0.7866666666666666,0.7233333333333334,0.8256410256410256,0.7336683417085427,0.7433056325023084,0.8295454545454546,0.782312925170068,0.7786666666666666
33,0.4329143765994481,0.6161166650056839,0.7957142857142857,0.7233333333333334,0.8309716599190283,0.7203791469194313,0.7580794090489381,0.8636363636363636,0.7928536938676968,0.7855297157622739
34,0.4138149371033623,0.795304817756017,0.8138095238095238,0.6633333333333333,0.8480885311871227,0.6506024096385542,0.778393351800554,0.9204545454545454,0.8117477130476649,0.7623529411764706
